статус;id;персоналии_файл1;персоналии_файл2;добавлено;удалено
в обоих файлах;4702.0;спаситель;спаситель;;
в обоих файлах;4703.0;богоматерь, иоаким, анна, первосвященник захария, девы;богоматерь, иоаким, анна, первосвященник захария, девы;;
в обоих файлах;4704.0;спаситель, богоматерь;спаситель, богоматерь;;
изменено;4705.0;мученики гурий, самон и авив;мученик гурий, мученик самон, мученик авив;мученик авив, мученик гурий, мученик самон;мученики гурий, самон и авив
в обоих файлах;4706.0;алексий человек божий;алексий человек божий;;
изменено;4707.0;великомученик и целитель пантелеимон;великомученик пантелеимон;великомученик пантелеимон;великомученик и целитель пантелеимон
в обоих файлах;4708.0;спаситель, богоматерь;спаситель, богоматерь;;
изменено;4709.0;ангелы, авраам , сарра;ангелы, праотец авраам, сарра;праотец авраам;авраам
в обоих файлах;4710.0;преподобный серафим саровский;преподобный серафим саровский;;
в обоих файлах;4711.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;4712.0;спаситель;спаситель;;
в обоих файлах;4713.0;богоматерь, спаситель, ангелы;богоматерь, спаситель, ангелы;;
изменено;4714.0;косма, дамиан;мученик косма, мученик дамиан;мученик дамиан, мученик косма;дамиан, косма
изменено;4715.0;равноапостольный царь константин, равноапостольная царица елена;равноапостольный константин великий, равноапостольная елена;равноапостольная елена, равноапостольный константин великий;равноапостольная царица елена, равноапостольный царь константин
изменено;4716.0;спаситель, богородица, праведный иосиф;спаситель, богоматерь, праведный иосиф обручник;богоматерь, праведный иосиф обручник;богородица, праведный иосиф
изменено;4717.0;спаситель, богородица, иоанн богослов,;спаситель, богоматерь, апостол иоанн богослов;апостол иоанн богослов, богоматерь;богородица, иоанн богослов
в обоих файлах;4718.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
изменено;4719.0;богоматерь, спаситель, антоний, феодосий, чудотворцы печерские;богоматерь, спаситель, преподобный антоний печерский, феодосий, чудотворцы печерские;преподобный антоний печерский;антоний
изменено;4720.0;свт. николай;святитель николай;святитель николай;свт. николай
в обоих файлах;4721.0;богоматерь, спаситель, ангелы;богоматерь, спаситель, ангелы;;
в обоих файлах;4722.0;спаситель;спаситель;;
изменено;4723.0;саваоф, младенец, преп. серафим саровский чудотворец, преп. ва­силий декаполит, св. ангел-хранитель, священномученик харлампий;саваоф, младенец, преподобный серафим саровский, василий декаполит, ангел хранитель, священномученик харалампий;ангел хранитель, василий декаполит, преподобный серафим саровский, священномученик харалампий;преп. ва­силий декаполит, преп. серафим саровский чудотворец, св. ангел-хранитель, священномученик харлампий
в обоих файлах;4724.0;спаситель, богоматерь;спаситель, богоматерь;;
изменено;4725.0;преподобные фома малеин и акакий синайский;преподобный фома малеин, преподобный акакий синайский;преподобный акакий синайский, преподобный фома малеин;преподобные фома малеин и акакий синайский
в обоих файлах;4726.0;преподобная анна кашинская;преподобная анна кашинская;;
изменено;4727.0;благоверный царевич димитрий угличский и московский;благоверный царевич димитрий угличский;благоверный царевич димитрий угличский;благоверный царевич димитрий угличский и московский
в обоих файлах;4728.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;4729.0;ангел, пророк илия, пророк елисей;ангел, пророк илия, пророк елисей;;
в обоих файлах;4730.0;спаситель;спаситель;;
изменено;4731.0;спаситель, богородица, ангелы, апостолы;спаситель, богоматерь, ангелы, апостолы;богоматерь;богородица
изменено;4732.0;святые пророки илия и иоанн предтеча;пророк илия, пророк иоанн предтеча;пророк илия, пророк иоанн предтеча;святые пророки илия и иоанн предтеча
изменено;4733.0;свт. димитрий ростовский, великомученики георгий победоносец и димитрий солунский;святитель димитрий ростовский, великомученик георгий, великомученик димитрий солунский;великомученик георгий, великомученик димитрий солунский, святитель димитрий ростовский;великомученики георгий победоносец и димитрий солунский, свт. димитрий ростовский
изменено;4734.0;священномученик харлампий;священномученик харалампий;священномученик харалампий;священномученик харлампий
в обоих файлах;4736.0;богоматерь, младенец;богоматерь, младенец;;
изменено;4737.0;федор стратилат;великомученик феодор стратилат;великомученик феодор стратилат;федор стратилат
изменено;4738.0;евангелист иоанн, прохор;апостол иоанн богослов, прохор;апостол иоанн богослов;евангелист иоанн
в обоих файлах;4739.0;спаситель, апостолы;спаситель, апостолы;;
изменено;4741.0;илья пророк;пророк илия;пророк илия;илья пророк
в обоих файлах;4742.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;4743.0;святитель феодосий черниговский;святитель феодосий черниговский;;
в обоих файлах;4744.0;преподобный серафим саровский;преподобный серафим саровский;;
изменено;4745.0;свт. николай;святитель николай;святитель николай;свт. николай
изменено;4746.0;апостол и евангелист матфей;апостол матфей;апостол матфей;апостол и евангелист матфей
в обоих файлах;4747.0;богоматерь, младенец;богоматерь, младенец;;
изменено;4748.0;иоанн предтеча;пророк иоанн предтеча;пророк иоанн предтеча;иоанн предтеча
в обоих файлах;4749.0;спаситель;спаситель;;
в обоих файлах;4750.0;богоматерь, архангел гавриил;богоматерь, архангел гавриил;;
в обоих файлах;4751.0;богоматерь, младенец;богоматерь, младенец;;
изменено;4752.0;архангел гавриил, дева мария;архангел гавриил, богоматерь;богоматерь;дева мария
изменено;4753.0;федор ярославский, давид ярославский, константин ярославский;благоверный князь феодор ярославский, благоверный князь давид ярославский, благоверный князь константин ярославский;благоверный князь давид ярославский, благоверный князь константин ярославский, благоверный князь феодор ярославский;давид ярославский, константин ярославский, федор ярославский
в обоих файлах;4754.0;никита мученик;никита мученик;;
в обоих файлах;4755.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;4756.0;богоматерь, ангелы;богоматерь, ангелы;;
изменено;4757.0;илья пророк;пророк илия;пророк илия;илья пророк
в обоих файлах;4758.0;спаситель, ангелы;спаситель, ангелы;;
в обоих файлах;4759.0;марк;марк;;
в обоих файлах;4760.0;спаситель, ангелы;спаситель, ангелы;;
изменено;4763.0;младенец, богоматерь, праведный иосиф, волхвы;младенец, богоматерь, праведный иосиф обручник, волхвы;праведный иосиф обручник;праведный иосиф
в обоих файлах;4764.0;спаситель, богоматерь;спаситель, богоматерь;;
изменено;4765.0;василий великий;святитель василий великий;святитель василий великий;василий великий
изменено;4766.0;свтт афанасий и кирилл александрийские;святитель афанасий александрийский, святитель кирилл александрийский;святитель афанасий александрийский, святитель кирилл александрийский;свтт афанасий и кирилл александрийские
в обоих файлах;4767.0;спаситель;спаситель;;
изменено;4768.0;младенец, богоматерь, праведный иосиф, волхвы;младенец, богоматерь, праведный иосиф обручник, волхвы;праведный иосиф обручник;праведный иосиф
в обоих файлах;4769.0;архангел гавриил;архангел гавриил;;
изменено;4770.0;богоматерь, архангел гавриил, архангел михаил, мученик феодор стратилат, благоверный князь александр невский;богоматерь, архангел гавриил, архангел михаил, великомученик феодор стратилат, благоверный князь александр невский;великомученик феодор стратилат;мученик феодор стратилат
в обоих файлах;4771.0;ангел;ангел;;
изменено;4772.0;богоматерь, спаситель, ангелы, преп. сергий радонежский, свт. гри­горий декаполит, мученица анисья, св. пророк иоанн предтеча;богоматерь, спаситель, ангелы, преподобный сергий радонежский, григорий декаполит, мученица анисья, пророк иоанн предтеча;григорий декаполит, преподобный сергий радонежский, пророк иоанн предтеча;преп. сергий радонежский, св. пророк иоанн предтеча, свт. гри­горий декаполит
в обоих файлах;4773.0;великомученик георгий;великомученик георгий;;
изменено;4774.0;богоматерь, апостолы петр и иоанн, преподобный сергий радонежский, михей;богоматерь, апостол петр, апостол иоанн богослов, преподобный сергий радонежский, пророк михей;апостол иоанн богослов, апостол петр, пророк михей;апостолы петр и иоанн, михей
изменено;4775.0;святой николай чудотворец;святитель николай;святитель николай;святой николай чудотворец
в обоих файлах;4776.0;спаситель, богоматерь, преподобный дорофей югский, архангелы, ангел хранитель;спаситель, богоматерь, преподобный дорофей югский, архангелы, ангел хранитель;;
в обоих файлах;4777.0;пророк иоанн предтеча;пророк иоанн предтеча;;
изменено;4778.0;богоматерь, роман сладкопевец, андрей юродивый, епифаний;богоматерь, роман сладкопевец, блаженный андрей юродивый, епифаний;блаженный андрей юродивый;андрей юродивый
в обоих файлах;4779.0;;;;
в обоих файлах;4780.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;4781.0;богоматерь, младенец;богоматерь, младенец;;
изменено;4782.0;спаситель, адам, ева, давид, соломон, иоанн предтеча, авель, праведники, ангелы;спаситель, праотец адам, праматерь ева, царь и пророк давид, пророк соломон, пророк иоанн предтеча, праотец авель, праведники, ангелы;праматерь ева, праотец авель, праотец адам, пророк иоанн предтеча, пророк соломон, царь и пророк давид;авель, адам, давид, ева, иоанн предтеча, соломон
изменено;4783.0;спаситель, адам, ева, давид, соломон, праведники;спаситель, праотец адам, праматерь ева, царь и пророк давид, пророк соломон, праведники;праматерь ева, праотец адам, пророк соломон, царь и пророк давид;адам, давид, ева, соломон
в обоих файлах;4784.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;4785.0;апостол петр;апостол петр;;
в обоих файлах;4786.0;апостол марк;апостол марк;;
изменено;4787.0;святитель николай мирликийский;святитель николай;святитель николай;святитель николай мирликийский
в обоих файлах;4788.0;богоматерь, младенец;богоматерь, младенец;;
изменено;4789.0;спаситель, адам, ева, давид, соломон, праведники;спаситель, праотец адам, праматерь ева, царь и пророк давид, пророк соломон, праведники;праматерь ева, праотец адам, пророк соломон, царь и пророк давид;адам, давид, ева, соломон
в обоих файлах;4790.0;ангел, пророк илия, пророк елисей;ангел, пророк илия, пророк елисей;;
изменено;4791.0;вмч. георгий;великомученик георгий;великомученик георгий;вмч. георгий
изменено;4792.0;вмч. георгий;великомученик георгий;великомученик георгий;вмч. георгий
изменено;4793.0;иоанн предтеча;пророк иоанн предтеча;пророк иоанн предтеча;иоанн предтеча
в обоих файлах;4794.0;спаситель;спаситель;;
изменено;4795.0;младенец, богоматерь, праведный иосиф, волхвы;младенец, богоматерь, праведный иосиф обручник, волхвы;праведный иосиф обручник;праведный иосиф
изменено;4796.0;святитель николай мирликийский;святитель николай;святитель николай;святитель николай мирликийский
изменено;4797.0;богоматерь, святой георгий, святой иоанн златоуст, святой иоанн креститель, святой дмитрий, святой иоанн богослов, святой василий;богоматерь, великомученик георгий, святитель иоанн златоуст, пророк иоанн предтеча, великомученик димитрий солунский, апостол иоанн богослов, святитель василий великий;апостол иоанн богослов, великомученик георгий, великомученик димитрий солунский, пророк иоанн предтеча, святитель василий великий, святитель иоанн златоуст;святой василий, святой георгий, святой дмитрий, святой иоанн богослов, святой иоанн златоуст, святой иоанн креститель
изменено;4798.0;святитель николай мирликийский;святитель николай;святитель николай;святитель николай мирликийский
изменено;4799.0;святой димирий солунский;великомученик димитрий солунский;великомученик димитрий солунский;святой димирий солунский
в обоих файлах;4800.0;;;;
в обоих файлах;4801.0;богоматерь, младенец;богоматерь, младенец;;
изменено;4802.0;равноапостольный царь константин, святители, севастийские мученики;равноапостольный константин великий, святители, сорок мучеников севастийских;равноапостольный константин великий, сорок мучеников севастийских;равноапостольный царь константин, севастийские мученики
изменено;4803.0;преподобный иероним блаженный, стридонский;преподобный иероним блаженный, иероним стридонский;иероним стридонский;стридонский
изменено;4804.0;косма, дамиан;мученик косма, мученик дамиан;мученик дамиан, мученик косма;дамиан, косма
в обоих файлах;4805.0;спаситель, равноапостольная мария магдалина, ангелы;спаситель, равноапостольная мария магдалина, ангелы;;
в обоих файлах;4806.0;богоматерь, ангелы;богоматерь, ангелы;;
изменено;4807.0;спаситель, пророк моисей, пророк илия, апостол иоанн, апостол иаков, апостол петр;спаситель, пророк моисей, пророк илия, апостол иоанн богослов, апостол иаков, апостол петр;апостол иоанн богослов;апостол иоанн
изменено;4808.0;святитель николай мирликийский , вмч. георгий;святитель николай, великомученик георгий;великомученик георгий, святитель николай;вмч. георгий, святитель николай мирликийский
в обоих файлах;4809.0;апостол лука;апостол лука;;
в обоих файлах;4810.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;4811.0;спаситель, богоматерь;спаситель, богоматерь;;
изменено;4812.0;преподобные аркадий и ефрем новоторжские;преподобный аркадий новоторжский, преподобный ефрем новоторжский;преподобный аркадий новоторжский, преподобный ефрем новоторжский;преподобные аркадий и ефрем новоторжские
изменено;4813.0;спаситель, моисей, илия, апостолы петр, иоанн, иаков;спаситель, пророк моисей, пророк илия, апостол петр, апостол иоанн богослов, иаков;апостол иоанн богослов, апостол петр, пророк илия, пророк моисей;апостолы петр, илия, иоанн, моисей
изменено;4814.0;святитель николай мирликийский;святитель николай;святитель николай;святитель николай мирликийский
изменено;4815.0;святые царевич димитрий, князь роман угличский;царевич димитрий угличский, князь роман угличский;царевич димитрий угличский;святые царевич димитрий
в обоих файлах;4816.0;спаситель, архангел михаил, праотец иисус навин;спаситель, архангел михаил, праотец иисус навин;;
в обоих файлах;4817.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;4818.0;богоматерь, младенец;богоматерь, младенец;;
изменено;4819.0;спаситель, богородица, пророки;спаситель, богоматерь, пророки;богоматерь;богородица
в обоих файлах;4820.0;богоматерь, младенец;богоматерь, младенец;;
изменено;4821.0;спаситель, феодор ярославский, давид ярославский, константин ярославский;спаситель, благоверный князь феодор ярославский, благоверный князь давид ярославский, благоверный князь константин ярославский;благоверный князь давид ярославский, благоверный князь константин ярославский, благоверный князь феодор ярославский;давид ярославский, константин ярославский, феодор ярославский
в обоих файлах;4822.0;апостол иоанн богослов, апостол прохор;апостол иоанн богослов, апостол прохор;;
в обоих файлах;4823.0;богоматерь, праведный иоаким, праведная анна;богоматерь, праведный иоаким, праведная анна;;
изменено;4824.0;спаситель, богородица, пророки;спаситель, богоматерь, пророки;богоматерь;богородица
изменено;4825.0;богоматерь, свт.николай, пономарь юрыш;богоматерь, святитель николай, пономарь юрыш;святитель николай;свт.николай
изменено;4826.0;вмч. георгий;великомученик георгий;великомученик георгий;вмч. георгий
в обоих файлах;4827.0;спаситель;спаситель;;
изменено;4828.0;жены-мироносицы, богоматерь;жены мироносицы, богоматерь;жены мироносицы;жены-мироносицы
в обоих файлах;4829.0;богоматерь;богоматерь;;
в обоих файлах;4830.0;пророк иоанн предтеча;пророк иоанн предтеча;;
изменено;4831.0;спаситель, иоанн предтеча, ангелы;спаситель, пророк иоанн предтеча, ангелы;пророк иоанн предтеча;иоанн предтеча
изменено;4832.0;спаситель, богородица, ангелы, иоанн предтеча;спаситель, богоматерь, ангелы, пророк иоанн предтеча;богоматерь, пророк иоанн предтеча;богородица, иоанн предтеча
в обоих файлах;4833.0;спаситель, апостолы;спаситель, апостолы;;
изменено;4834.0;великомученики георгий победоносец и феодор тирон;великомученик георгий, великомученик феодор тирон;великомученик георгий, великомученик феодор тирон;великомученики георгий победоносец и феодор тирон
изменено;4835.0;богоматерь, пророки моисей и илия, святитель николай;богоматерь, пророк моисей, пророк илия, святитель николай;пророк илия, пророк моисей;пророки моисей и илия
в обоих файлах;4836.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;4837.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
в обоих файлах;4838.0;архангел михаил;архангел михаил;;
изменено;4839.0;святитель николай мирликийский;святитель николай;святитель николай;святитель николай мирликийский
изменено;4840.0;спаситель, ангелы, адам, ева, пророк давид, пророк соломон, пророк иоанн предтеча, пророк даниил;спаситель, ангелы, праотец адам, праматерь ева, царь и пророк давид, пророк соломон, пророк иоанн предтеча, пророк даниил;праматерь ева, праотец адам, царь и пророк давид;адам, ева, пророк давид
изменено;4841.0;спаситель, богородица, праведный иосиф, праведный никодим, ангелы;спаситель, богоматерь, праведный иосиф обручник, праведный никодим, ангелы;богоматерь, праведный иосиф обручник;богородица, праведный иосиф
в обоих файлах;4842.0;спаситель, святые;спаситель, святые;;
в обоих файлах;4843.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;4844.0;преподобный зосима соловецкий, преподобный савватий соловецкий;преподобный зосима соловецкий, преподобный савватий соловецкий;;
изменено;4845.0;вонифатий мученик;мученик вонифатий;мученик вонифатий;вонифатий мученик
в обоих файлах;4847.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;4848.0;спаситель;спаситель;;
изменено;4849.0;спаситель, ангелы, адам, ева, пророк давид, пророк соломон, пророк иоанн предтеча;спаситель, ангелы, праотец адам, праматерь ева, царь и пророк давид, пророк соломон, пророк иоанн предтеча;праматерь ева, праотец адам, царь и пророк давид;адам, ева, пророк давид
в обоих файлах;4850.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;4851.0;богоматерь;богоматерь;;
в обоих файлах;4852.0;спаситель, богоматерь;спаситель, богоматерь;;
изменено;4853.0;иоанн предтеча;пророк иоанн предтеча;пророк иоанн предтеча;иоанн предтеча
изменено;4854.0;святитель николай мирликийский;святитель николай;святитель николай;святитель николай мирликийский
изменено;4855.0;святой димирий солунский;великомученик димитрий солунский;великомученик димитрий солунский;святой димирий солунский
в обоих файлах;4856.0;богоматерь, архангел гавриил;богоматерь, архангел гавриил;;
изменено;4857.0;василий великий, св. петр и свв. ксения, матрона и наталия;святитель василий великий, апостол петр, ксения, мученица матрона, мученица наталия;апостол петр, ксения, мученица матрона, мученица наталия, святитель василий великий;василий великий, матрона и наталия, св. петр и свв. ксения
изменено;4858.0;святитель николай мирликийский;святитель николай;святитель николай;святитель николай мирликийский
изменено;4859.0;вмч. георгий;великомученик георгий;великомученик георгий;вмч. георгий
изменено;4860.0;святитель николай мирликийский;святитель николай;святитель николай;святитель николай мирликийский
изменено;4861.0;спаситель, богородица, ангелы, апостолы;спаситель, богоматерь, ангелы, апостолы;богоматерь;богородица
в обоих файлах;4862.0;богоматерь, архангел гавриил;богоматерь, архангел гавриил;;
изменено;4863.0;вмч. георгий;великомученик георгий;великомученик георгий;вмч. георгий
в обоих файлах;4864.0;великомученица параскева;великомученица параскева;;
в обоих файлах;4865.0;богоматерь, младенец;богоматерь, младенец;;
изменено;4866.0;святитель николай мирликийский;святитель николай;святитель николай;святитель николай мирликийский
в обоих файлах;4867.0;спаситель;спаситель;;
изменено;4868.0;святитель афанасий великий александрийский, святой димирий солунский;святитель афанасий александрийский, великомученик димитрий солунский;великомученик димитрий солунский, святитель афанасий александрийский;святитель афанасий великий александрийский, святой димирий солунский
изменено;4869.0;святитель афанасий великий александрийский, вмч. георгий;святитель афанасий александрийский, великомученик георгий;великомученик георгий, святитель афанасий александрийский;вмч. георгий, святитель афанасий великий александрийский
в обоих файлах;4870.0;святитель спиридон тримифунтский;святитель спиридон тримифунтский;;
изменено;4871.0;святитель николай мирликийский;святитель николай;святитель николай;святитель николай мирликийский
в обоих файлах;4873.0;спаситель;спаситель;;
в обоих файлах;4874.0;святитель василий великий;святитель василий великий;;
в обоих файлах;4875.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;4876.0;ангел, пророк илия, пророк елисей;ангел, пророк илия, пророк елисей;;
изменено;4877.0;иоанн предтеча;пророк иоанн предтеча;пророк иоанн предтеча;иоанн предтеча
в обоих файлах;4878.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
в обоих файлах;4879.0;преподобный кирилл белозерский;преподобный кирилл белозерский;;
в обоих файлах;4880.0;апостол иоанн богослов, апостол прохор;апостол иоанн богослов, апостол прохор;;
в обоих файлах;4881.0;пророк иоанн предтеча;пророк иоанн предтеча;;
в обоих файлах;4882.0;пророк иоанн предтеча;пророк иоанн предтеча;;
в обоих файлах;4883.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;4884.0;пророк илия;пророк илия;;
в обоих файлах;4885.0;спаситель, апостолы;спаситель, апостолы;;
изменено;4886.0;спаситель, адам, ева, давид, соломон, иоанн предтеча, праведники;спаситель, праотец адам, праматерь ева, царь и пророк давид, пророк соломон, пророк иоанн предтеча, праведники;праматерь ева, праотец адам, пророк иоанн предтеча, пророк соломон, царь и пророк давид;адам, давид, ева, иоанн предтеча, соломон
изменено;4887.0;спаситель, иоанн предтеча, ангелы;спаситель, пророк иоанн предтеча, ангелы;пророк иоанн предтеча;иоанн предтеча
в обоих файлах;4888.0;богоматерь, праведный иоаким, праведная анна, служанки;богоматерь, праведный иоаким, праведная анна, служанки;;
изменено;4889.0;святитель николай мирликийский;святитель николай;святитель николай;святитель николай мирликийский
в обоих файлах;4890.0;великомученица параскева;великомученица параскева;;
изменено;4891.0;архангел михаил, св.флор, св.лавр;архангел михаил, мученик флор, мученик лавр;мученик лавр, мученик флор;св.лавр, св.флор
изменено;4892.0;спаситель, ангелы, ап.петр, ап.иоанн, ап.иаков, прор.моисей, прор.илия;спаситель, ангелы, апостол петр, апостол иоанн богослов, апостол иаков, пророк моисей, пророк илия;апостол иаков, апостол иоанн богослов, апостол петр, пророк илия, пророк моисей;ап.иаков, ап.иоанн, ап.петр, прор.илия, прор.моисей
в обоих файлах;4893.0;ангелы;ангелы;;
в обоих файлах;4894.0;богоматерь, младенец;богоматерь, младенец;;
изменено;4895.0;преподобный нифонт кипрский и праведный артемий веркольский;преподобный нифонт кипрский, праведный артемий веркольский;праведный артемий веркольский, преподобный нифонт кипрский;преподобный нифонт кипрский и праведный артемий веркольский
изменено;4896.0;богоматерь, архангел гавриил, апостол иоанн, апостол лука, апостол матфей, апостол марк;богоматерь, архангел гавриил, апостол иоанн богослов, апостол лука, апостол матфей, апостол марк;апостол иоанн богослов;апостол иоанн
в обоих файлах;4897.0;ангел хранитель;ангел хранитель;;
в обоих файлах;4898.0;святитель филипп московский, святитель иона московский;святитель филипп московский, святитель иона московский;;
в обоих файлах;4899.0;святитель петр московский, святитель алексий московский;святитель петр московский, святитель алексий московский;;
в обоих файлах;4900.0;спаситель, воины;спаситель, воины;;
изменено;4901.0;спаситель, ангелы, ап.петр, ап.иоанн, ап.иаков, прор.моисей, прор.илия;спаситель, ангелы, апостол петр, апостол иоанн богослов, апостол иаков, пророк моисей, пророк илия;апостол иаков, апостол иоанн богослов, апостол петр, пророк илия, пророк моисей;ап.иаков, ап.иоанн, ап.петр, прор.илия, прор.моисей
в обоих файлах;4902.0;преподобный нил столобенский;преподобный нил столобенский;;
в обоих файлах;4903.0;великомученица екатерина;великомученица екатерина;;
в обоих файлах;4904.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;4905.0;пророк авдий, пророк моисей;пророк авдий, пророк моисей;;
в обоих файлах;4906.0;пророк елисей, пророк иеремия;пророк елисей, пророк иеремия;;
в обоих файлах;4907.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;4908.0;спаситель;спаситель;;
в обоих файлах;4909.0;спаситель;спаситель;;
в обоих файлах;4910.0;;;;
в обоих файлах;4911.0;пророк софония, преподобный савва звенигородский, священномученик григорий, мученица екатерина, преподобная евгения;пророк софония, преподобный савва звенигородский, священномученик григорий, мученица екатерина, преподобная евгения;;
изменено;4912.0;преподобный максим исповедник, нифонт епископ кипрский, иоанн дамаскин, ефрем сирин;преподобный максим исповедник, святитель нифонт кипрский, преподобный иоанн дамаскин, преподобный ефрем сирин;преподобный ефрем сирин, преподобный иоанн дамаскин, святитель нифонт кипрский;ефрем сирин, иоанн дамаскин, нифонт епископ кипрский
в обоих файлах;4913.0;спаситель, богоматерь;спаситель, богоматерь;;
изменено;4914.0;мученик виктор, воин мина, архидьякон викентий;мученик виктор, великомученик мина, архидиакон викентий;архидиакон викентий, великомученик мина;архидьякон викентий, воин мина
